cuenta,valor,ano,mes,entidad
Total ingresos por servicios,1384423.13,2022,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Comisiones por operaciones bursátiles y extrabursátiles,1607870,2022,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Gastos por comisiones y servicios,0,2022,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Otras comisiones,0,2022,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Total resultados por intermediación,1607870,2022,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Gastos por financiamientos por Instrumentos financieros emitidos,0,2022,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Gastos por financiamientos con entidades de intermediación financiera,-5425.67,2022,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Gastos por arrendamientos,0,2022,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Total gastos financieros,-5425.67,2022,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Gastos de administración y comercialización,-4361210.74,2022,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Reajuste y diferencia de cambio,0,2022,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Resultado de inversiones en sociedades,0,2022,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Otros ingresos (gastos),149997.57,2022,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Operaciones descontinuadas (neto),0,2022,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Total otros resultados,149997.57,2022,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Resultado antes de impuesto a la renta,-1224345.71,2022,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Impuesto sobre la renta,0,2022,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
UTILIDAD DEL EJERCICIO,-1224345.71,2022,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Efectivo y equivalente de efectivo,448978886.7,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Inversiones en instrumentos financieros,5068215521,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
A valor razonable con cambios en resultados,4803924721,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
A valor razonable Instrumentos Financieros Derivados,114076.19,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
A valor razonable con cambios en ORI,0,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
A costo amortizado,264176723.7,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Operaciones de compra al contado con venta a plazos,0,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Cuentas por cobrar en operaciones de cartera propia,0,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Deudores por intermediación,0,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Cuentas por cobrar relacionadas,0,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Otras cuentas por cobrar,70332472.87,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Impuestos pagados por anticipado,0,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Impuestos diferidos,0,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Inversiones en sociedades,75895298.9,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Activos intangibles,5288773.48,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
"Propiedad, planta y equipo",2632862.29,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Derecho de uso,0,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Propiedades de Inversión,0,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Otros activos,12657498.56,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
TOTAL DE ACTIVOS,5684001313,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Pasivos financieros,864312956.1,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
A valor razonable,322650.96,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
A valor razonable-instrumento financieros derivados,1829248.84,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
A costo amortizado,862161056.3,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Obligaciones por financiamiento,0,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Obligaciones por instrumentos financieros Emitidos,0,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Obligaciones con entidades de intermediación financiera,862161056.3,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Operaciones de venta al contado con compra a plazo,4172137039,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Acreedores por intermediación,-28413634.87,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Cuentas por pagar relacionadas,931403.19,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Otras cuentas por pagar,7584679.05,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Provisiones,0,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Acumulaciones y otras obligaciones,22193214.45,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Arrendamientos,0,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Impuesto por pagar,260000,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Impuesto diferidos,0,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Otros pasivos,0,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
TOTAL DE PASIVOS,5039005656,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Capital,275000000,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Aportes para futura capitalización,0,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Acciones en Tesorería,0,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Reserva legal,55000000,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Reservas de capital,0,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Resultados acumulados,316050750.7,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Resultados del ejercicio,-1055093.78,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Superávit por revaluación,0,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Otro resultado integral,0,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
TOTAL DE PATRIMONIO,644995656.9,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
TOTAL DE PASIVOS Y PATRIMONIO,5684001313,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
A valor razonable,39993974.1,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
A valor razonable - Instrumentos financieros derivados,-993792.79,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
A costo amortizado,-22912963.35,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Total resultados por instrumentos financieros,16087217.96,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Ingresos por administración de cartera,0,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Ingresos por custodia de valores,0,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Ingresos por asesorías financieras,0,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Otros ingresos por servicios,0,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Total ingresos por servicios,0,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Comisiones por operaciones bursátiles y extrabursátiles,829198.28,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Gastos por comisiones y servicios,-1076438.49,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Otras comisiones,0,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Total resultados por intermediación,-247240.21,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Gastos por financiamientos por Instrumentos financieros emitidos,0,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Gastos por financiamientos con entidades de intermediación financiera,-1957844.08,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Gastos por arrendamientos,0,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Total gastos financieros,-1957844.08,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Gastos de administración y comercialización,-13289938.08,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Reajuste y diferencia de cambio,-1662660.08,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Resultado de inversiones en sociedades,0,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Otros ingresos (gastos),15370.71,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Operaciones descontinuadas (neto),0,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Total otros resultados,-1647289.37,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Resultado antes de impuesto a la renta,-1055093.78,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Impuesto sobre la renta,0,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
UTILIDAD DEL EJERCICIO,-1055093.78,2022,1,"EXCEL PUESTO DE BOLSA, S.A."
Efectivo y equivalente de efectivo,785174603.9,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Inversiones en instrumentos financieros,3163023324,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
A valor razonable con cambios en resultados,3163023324,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
A valor razonable Instrumentos Financieros Derivados,0,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
A valor razonable con cambios en ORI,0,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
A costo amortizado,0,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Operaciones de compra al contado con venta a plazos,0,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Cuentas por cobrar en operaciones de cartera propia,0,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Deudores por intermediación,22324687.43,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Cuentas por cobrar relacionadas,0,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Otras cuentas por cobrar,2897.5,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Impuestos pagados por anticipado,2195076.66,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Impuestos diferidos,0,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Inversiones en sociedades,8609900,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Activos intangibles,8089317.34,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
"Propiedad, planta y equipo",14654782.93,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Derecho de uso,29949126.87,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Propiedades de Inversión,0,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Otros activos,7728424.76,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
TOTAL DE ACTIVOS,4041752142,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Pasivos financieros,437051166.9,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
A valor razonable,0,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
A valor razonable-instrumento financieros derivados,0,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
A costo amortizado,437051166.9,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Obligaciones por financiamiento,0,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Obligaciones por instrumentos financieros Emitidos,0,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Obligaciones con entidades de intermediación financiera,437051166.9,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Operaciones de venta al contado con compra a plazo,2243247701,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Acreedores por intermediación,133880358.6,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Cuentas por pagar relacionadas,1340920.54,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Otras cuentas por pagar,78538647.64,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Provisiones,0,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Acumulaciones y otras obligaciones,4783233.18,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Arrendamientos,0,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Impuesto por pagar,14684368.26,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Impuesto diferidos,0,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Otros pasivos,0,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
TOTAL DE PASIVOS,2913526396,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Capital,160720000,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Aportes para futura capitalización,0,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Acciones en Tesorería,0,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Reserva legal,35180000,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Reservas de capital,220184.15,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Resultados acumulados,953795921.4,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Resultados del ejercicio,-21690359.52,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Superávit por revaluación,0,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Otro resultado integral,0,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
TOTAL DE PATRIMONIO,1128225746,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
TOTAL DE PASIVOS Y PATRIMONIO,4041752142,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
A valor razonable,-3041959.72,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
A valor razonable - Instrumentos financieros derivados,0,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
A costo amortizado,-7039758.14,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Total resultados por instrumentos financieros,-10081717.86,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Ingresos por administración de cartera,0,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Ingresos por custodia de valores,0,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Ingresos por asesorías financieras,0,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Otros ingresos por servicios,0,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Total ingresos por servicios,0,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Comisiones por operaciones bursátiles y extrabursátiles,8115512.57,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Gastos por comisiones y servicios,-2576751.27,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Otras comisiones,0,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Total resultados por intermediación,5538761.3,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Gastos por financiamientos por Instrumentos financieros emitidos,0,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Gastos por financiamientos con entidades de intermediación financiera,-1481833.55,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Gastos por arrendamientos,-641025.06,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Total gastos financieros,-2122858.61,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Gastos de administración y comercialización,-16303519.15,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Reajuste y diferencia de cambio,397195.65,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Resultado de inversiones en sociedades,0,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Otros ingresos (gastos),893991.47,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Operaciones descontinuadas (neto),0,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Total otros resultados,1291187.12,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Resultado antes de impuesto a la renta,-21678147.2,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Impuesto sobre la renta,12212.32,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
UTILIDAD DEL EJERCICIO,-21690359.52,2022,1,"INVERSIONES & RESERVAS, S.A.- PUESTO DE BOLSA"
Efectivo y equivalente de efectivo,1213107343,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Inversiones en instrumentos financieros,15629954040,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
A valor razonable con cambios en resultados,6855631198,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
A valor razonable Instrumentos Financieros Derivados,0,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
A valor razonable con cambios en ORI,7109743113,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
A costo amortizado,1664579729,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Operaciones de compra al contado con venta a plazos,250179756.9,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Cuentas por cobrar en operaciones de cartera propia,0,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Deudores por intermediación,13971518.92,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Cuentas por cobrar relacionadas,11818324.54,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Otras cuentas por cobrar,999172.93,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Impuestos pagados por anticipado,47192735.23,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Impuestos diferidos,4086.63,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Inversiones en sociedades,7114329.7,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Activos intangibles,4019995.16,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
"Propiedad, planta y equipo",4943461.94,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Derecho de uso,3655503.62,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Propiedades de Inversión,0,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Otros activos,1664440.49,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
TOTAL DE ACTIVOS,17188624709,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Pasivos financieros,3457210351,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
A valor razonable,165874.88,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
A valor razonable-instrumento financieros derivados,0,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
A costo amortizado,3457044476,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Obligaciones por financiamiento,0,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Obligaciones por instrumentos financieros Emitidos,0,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Obligaciones con entidades de intermediación financiera,3457044476,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Operaciones de venta al contado con compra a plazo,11437183370,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Acreedores por intermediación,41961614.64,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Cuentas por pagar relacionadas,0,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Otras cuentas por pagar,3478334.24,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Provisiones,0,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Acumulaciones y otras obligaciones,35854906.31,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Arrendamientos,4137519.19,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Impuesto por pagar,1105520.51,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Impuesto diferidos,0,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Otros pasivos,0,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
TOTAL DE PASIVOS,14980931615,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Capital,547500000,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Aportes para futura capitalización,0,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Acciones en Tesorería,0,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Reserva legal,54750000.1,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Reservas de capital,109500000,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Resultados acumulados,1337017004,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Resultados del ejercicio,65623006.81,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Superávit por revaluación,0,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Otro resultado integral,93303082.15,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
TOTAL DE PATRIMONIO,2207693093,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
TOTAL DE PASIVOS Y PATRIMONIO,17188624709,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
A valor razonable,146674466.7,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
A valor razonable - Instrumentos financieros derivados,0,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
A costo amortizado,-49560473.39,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Total resultados por instrumentos financieros,97113993.28,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Ingresos por administración de cartera,0,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Ingresos por custodia de valores,0,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Ingresos por asesorías financieras,0,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Otros ingresos por servicios,0,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Total ingresos por servicios,0,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Comisiones por operaciones bursátiles y extrabursátiles,16385257.72,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Gastos por comisiones y servicios,-3834630.87,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Otras comisiones,0,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Total resultados por intermediación,12550626.85,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Gastos por financiamientos por Instrumentos financieros emitidos,0,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Gastos por financiamientos con entidades de intermediación financiera,-5359924.17,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Gastos por arrendamientos,-41562.98,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Total gastos financieros,-5401487.15,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Gastos de administración y comercialización,-19124902.09,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Reajuste y diferencia de cambio,-18839766.8,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Resultado de inversiones en sociedades,0,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Otros ingresos (gastos),343.08,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Operaciones descontinuadas (neto),0,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Total otros resultados,-18839423.72,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Resultado antes de impuesto a la renta,66298807.17,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Impuesto sobre la renta,675800.36,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
UTILIDAD DEL EJERCICIO,65623006.81,2022,1,"INVERSIONES POPULAR, S.A. PUESTO DE BOLSA"
Efectivo y equivalente de efectivo,112606451.3,2022,1,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
Inversiones en instrumentos financieros,954266911.6,2022,1,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
A valor razonable con cambios en resultados,954242067.4,2022,1,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
A valor razonable Instrumentos Financieros Derivados,24844.16,2022,1,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
A valor razonable con cambios en ORI,0,2022,1,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
A costo amortizado,0,2022,1,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
Operaciones de compra al contado con venta a plazos,0,2022,1,"INVERSIONES SANTA CRUZ PUESTO DE BOLSA, S.A."
